month,subdivison,line,day_type,reporting_category,subcategory,delays
2022-07,A DIVISION,4,2,Infrastructure & Equipment,Other Internal Disruptions,2
2022-07,A DIVISION,4,2,Infrastructure & Equipment,Other - Sig,76
2022-07,A DIVISION,4,2,Infrastructure & Equipment,Propulsion,9
2022-07,A DIVISION,4,2,Infrastructure & Equipment,Rail and Roadbed,2
2022-07,A DIVISION,4,2,Infrastructure & Equipment,Service Delivery,27
2022-07,A DIVISION,4,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,8
2022-07,A DIVISION,4,2,Operating Conditions,,279
2022-07,A DIVISION,4,2,Planned ROW Work,Capital Work - Other Planned ROW,10
2022-07,A DIVISION,4,2,Planned ROW Work,Subways Maintenance,80
2022-07,A DIVISION,4,2,Police & Medical,Persons on Roadbed,31
2022-07,A DIVISION,4,2,Police & Medical,"Public Conduct, Crime, Police Response",129
2022-07,A DIVISION,4,2,Police & Medical,Sick/Injured Customer,28
2022-07,A DIVISION,5,1,Crew Availability,Crew Availability,56
2022-07,A DIVISION,5,1,External Factors,External Agency or Utility,57
2022-07,A DIVISION,5,1,External Factors,External Debris on Roadbed,75
2022-07,A DIVISION,5,1,External Factors,Inclement Weather,12
2022-07,A DIVISION,5,1,Infrastructure & Equipment,Braking,12
2022-07,A DIVISION,5,1,Infrastructure & Equipment,Door-Related,10
2022-07,A DIVISION,5,1,Infrastructure & Equipment,"Fire, Smoke, Debris",111
2022-07,A DIVISION,5,1,Infrastructure & Equipment,Other - CE,11
2022-07,A DIVISION,5,1,Infrastructure & Equipment,Other Infrastructure,4
2022-07,A DIVISION,5,1,Infrastructure & Equipment,Other Internal Disruptions,53
2022-07,A DIVISION,5,1,Infrastructure & Equipment,Other - Sig,267
2022-07,A DIVISION,5,1,Infrastructure & Equipment,Propulsion,2
2022-07,A DIVISION,5,1,Infrastructure & Equipment,Rail and Roadbed,78
2022-07,A DIVISION,5,1,Infrastructure & Equipment,Service Delivery,17
2022-07,A DIVISION,5,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,10
2022-07,A DIVISION,5,1,Operating Conditions,,320
2022-07,A DIVISION,5,1,Planned ROW Work,Insufficient Supplement Schedule,65
2022-07,A DIVISION,5,1,Planned ROW Work,Subways Maintenance,37
2022-07,A DIVISION,5,1,Planned ROW Work,Work Equipment,15
2022-07,A DIVISION,5,1,Police & Medical,Persons on Roadbed,25
2022-07,A DIVISION,5,1,Police & Medical,"Public Conduct, Crime, Police Response",189
2022-07,A DIVISION,5,1,Police & Medical,Sick/Injured Customer,86
2022-07,A DIVISION,5,2,Crew Availability,Crew Availability,59
2022-07,A DIVISION,5,2,External Factors,External Debris on Roadbed,1
2022-07,A DIVISION,5,2,External Factors,Inclement Weather,2
2022-07,A DIVISION,5,2,Infrastructure & Equipment,Braking,5
2022-07,A DIVISION,5,2,Infrastructure & Equipment,"Fire, Smoke, Debris",8
2022-07,A DIVISION,5,2,Infrastructure & Equipment,Other - CE,2
2022-07,A DIVISION,5,2,Infrastructure & Equipment,Other Infrastructure,5
2022-07,A DIVISION,5,2,Infrastructure & Equipment,Other - Sig,10
2022-07,A DIVISION,5,2,Infrastructure & Equipment,Propulsion,5
2022-07,A DIVISION,5,2,Infrastructure & Equipment,Rail and Roadbed,9
2022-07,A DIVISION,5,2,Infrastructure & Equipment,Service Delivery,11
2022-07,A DIVISION,5,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,5
2022-07,A DIVISION,5,2,Operating Conditions,,122
2022-07,A DIVISION,5,2,Planned ROW Work,Capital Work - Other Planned ROW,13
2022-07,A DIVISION,5,2,Planned ROW Work,Subways Maintenance,43
2022-07,A DIVISION,5,2,Police & Medical,Persons on Roadbed,3
2022-07,A DIVISION,5,2,Police & Medical,"Public Conduct, Crime, Police Response",56
2022-07,A DIVISION,5,2,Police & Medical,Sick/Injured Customer,8
2022-07,A DIVISION,6,1,Crew Availability,Crew Availability,122
2022-07,A DIVISION,6,1,External Factors,External Agency or Utility,59
2022-07,A DIVISION,6,1,External Factors,External Debris on Roadbed,4
2022-07,A DIVISION,6,1,Infrastructure & Equipment,Braking,18
2022-07,A DIVISION,6,1,Infrastructure & Equipment,Door-Related,22
2022-07,A DIVISION,6,1,Infrastructure & Equipment,"Fire, Smoke, Debris",128
2022-07,A DIVISION,6,1,Infrastructure & Equipment,Other - CE,34
2022-07,A DIVISION,6,1,Infrastructure & Equipment,Other Infrastructure,1
2022-07,A DIVISION,6,1,Infrastructure & Equipment,Other Internal Disruptions,2
2022-07,A DIVISION,6,1,Infrastructure & Equipment,Other - Sig,614
2022-07,A DIVISION,6,1,Infrastructure & Equipment,Propulsion,5
2022-07,A DIVISION,6,1,Infrastructure & Equipment,Rail and Roadbed,46
2022-07,A DIVISION,6,1,Infrastructure & Equipment,Service Delivery,46
2022-07,A DIVISION,6,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,11
2022-07,A DIVISION,6,1,Operating Conditions,,430
2022-07,A DIVISION,6,1,Planned ROW Work,Subways Maintenance,118
2022-07,A DIVISION,6,1,Planned ROW Work,Work Equipment,26
2022-07,A DIVISION,6,1,Police & Medical,Persons on Roadbed,62
2022-07,A DIVISION,6,1,Police & Medical,"Public Conduct, Crime, Police Response",440
2022-07,A DIVISION,6,1,Police & Medical,Sick/Injured Customer,66
2022-07,A DIVISION,6,2,Crew Availability,Crew Availability,40
2022-07,A DIVISION,6,2,External Factors,External Debris on Roadbed,8
2022-07,A DIVISION,6,2,Infrastructure & Equipment,Braking,12
2022-07,A DIVISION,6,2,Infrastructure & Equipment,Door-Related,11
2022-07,A DIVISION,6,2,Infrastructure & Equipment,Other - CE,7
2022-07,A DIVISION,6,2,Infrastructure & Equipment,Other Infrastructure,1
2022-07,A DIVISION,6,2,Infrastructure & Equipment,Other - Sig,45
2022-07,A DIVISION,6,2,Infrastructure & Equipment,Rail and Roadbed,16
2022-07,A DIVISION,6,2,Infrastructure & Equipment,Service Delivery,16
2022-07,A DIVISION,6,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2022-07,A DIVISION,6,2,Operating Conditions,,107
2022-07,A DIVISION,6,2,Planned ROW Work,Capital Work - Other Planned ROW,5
2022-07,A DIVISION,6,2,Planned ROW Work,Subways Maintenance,67
2022-07,A DIVISION,6,2,Police & Medical,Persons on Roadbed,2
2022-07,A DIVISION,6,2,Police & Medical,"Public Conduct, Crime, Police Response",52
2022-07,A DIVISION,6,2,Police & Medical,Sick/Injured Customer,20
2022-07,A DIVISION,7,1,Crew Availability,Crew Availability,288
2022-07,A DIVISION,7,1,Infrastructure & Equipment,Braking,52
2022-07,A DIVISION,7,1,Infrastructure & Equipment,Door-Related,4
2022-07,A DIVISION,7,1,Infrastructure & Equipment,"Fire, Smoke, Debris",12
2022-07,A DIVISION,7,1,Infrastructure & Equipment,Other - CE,1
2022-07,A DIVISION,7,1,Infrastructure & Equipment,Other Infrastructure,113
2022-07,A DIVISION,7,1,Infrastructure & Equipment,Other Internal Disruptions,1
2022-07,A DIVISION,7,1,Infrastructure & Equipment,Other - Sig,48
2022-07,A DIVISION,7,1,Infrastructure & Equipment,Rail and Roadbed,3
2022-07,A DIVISION,7,1,Infrastructure & Equipment,Service Delivery,18
2022-07,A DIVISION,7,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2022-07,A DIVISION,7,1,Operating Conditions,,43
2022-07,A DIVISION,7,1,Planned ROW Work,Capital Work - Other Planned ROW,9
2022-07,A DIVISION,7,1,Planned ROW Work,Subways Maintenance,126
2022-07,A DIVISION,7,1,Planned ROW Work,Work Equipment,8
2022-07,A DIVISION,7,1,Police & Medical,Persons on Roadbed,62
2022-07,A DIVISION,7,1,Police & Medical,"Public Conduct, Crime, Police Response",127
2022-07,A DIVISION,7,1,Police & Medical,Sick/Injured Customer,19
2022-07,A DIVISION,7,2,Crew Availability,Crew Availability,105
2022-07,A DIVISION,7,2,Infrastructure & Equipment,Braking,3
2022-07,A DIVISION,7,2,Infrastructure & Equipment,Door-Related,10
2022-07,A DIVISION,7,2,Infrastructure & Equipment,Other Infrastructure,12
2022-07,A DIVISION,7,2,Infrastructure & Equipment,Other Internal Disruptions,3
2022-07,A DIVISION,7,2,Infrastructure & Equipment,Other - Sig,59
2022-07,A DIVISION,7,2,Infrastructure & Equipment,Service Delivery,16
2022-07,A DIVISION,7,2,Operating Conditions,,19
2022-07,A DIVISION,7,2,Planned ROW Work,Other Planned ROW Work,5
2022-07,A DIVISION,7,2,Planned ROW Work,Subways Maintenance,103
2022-07,A DIVISION,7,2,Police & Medical,Persons on Roadbed,7
2022-07,A DIVISION,7,2,Police & Medical,"Public Conduct, Crime, Police Response",64
2022-07,A DIVISION,7,2,Police & Medical,Sick/Injured Customer,18
2022-07,B DIVISION,A,1,Crew Availability,Crew Availability,485
2022-07,B DIVISION,A,1,External Factors,External Agency or Utility,81
2022-07,B DIVISION,A,1,External Factors,External Debris on Roadbed,9
2022-07,B DIVISION,A,1,External Factors,Inclement Weather,1
2022-07,B DIVISION,A,1,Infrastructure & Equipment,Braking,38
2022-07,B DIVISION,A,1,Infrastructure & Equipment,Door-Related,32
2022-07,B DIVISION,A,1,Infrastructure & Equipment,"Fire, Smoke, Debris",44
2022-07,B DIVISION,A,1,Infrastructure & Equipment,Other - CE,15
2022-07,B DIVISION,A,1,Infrastructure & Equipment,Other Infrastructure,202
2022-07,B DIVISION,A,1,Infrastructure & Equipment,Other Internal Disruptions,9
2022-07,B DIVISION,A,1,Infrastructure & Equipment,Other - Sig,212
2022-07,B DIVISION,A,1,Infrastructure & Equipment,Propulsion,17
2022-07,B DIVISION,A,1,Infrastructure & Equipment,Rail and Roadbed,89
2022-07,B DIVISION,A,1,Infrastructure & Equipment,Service Delivery,48
2022-07,B DIVISION,A,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,3
2022-07,B DIVISION,A,1,Operating Conditions,,437
2022-07,B DIVISION,A,1,Planned ROW Work,Capital Work - Other Planned ROW,21
2022-07,B DIVISION,A,1,Planned ROW Work,Subways Maintenance,455
2022-07,B DIVISION,A,1,Planned ROW Work,Work Equipment,1
2022-07,B DIVISION,A,1,Police & Medical,Persons on Roadbed,32
2022-07,B DIVISION,A,1,Police & Medical,"Public Conduct, Crime, Police Response",243
2022-07,B DIVISION,A,1,Police & Medical,Sick/Injured Customer,65
2022-07,B DIVISION,A,2,Crew Availability,Crew Availability,241
2022-07,B DIVISION,A,2,External Factors,External Agency or Utility,60
2022-07,B DIVISION,A,2,External Factors,External Debris on Roadbed,8
2022-07,B DIVISION,A,2,Infrastructure & Equipment,Braking,11
2022-07,B DIVISION,A,2,Infrastructure & Equipment,Door-Related,9
2022-07,B DIVISION,A,2,Infrastructure & Equipment,"Fire, Smoke, Debris",4
2022-07,B DIVISION,A,2,Infrastructure & Equipment,Other - CE,7
2022-07,B DIVISION,A,2,Infrastructure & Equipment,Other Infrastructure,7
2022-07,B DIVISION,A,2,Infrastructure & Equipment,Other Internal Disruptions,1
2022-07,B DIVISION,A,2,Infrastructure & Equipment,Other - Sig,32
2022-07,B DIVISION,A,2,Infrastructure & Equipment,Propulsion,5
2022-07,B DIVISION,A,2,Infrastructure & Equipment,Rail and Roadbed,27
2022-07,B DIVISION,A,2,Infrastructure & Equipment,Service Delivery,16
2022-07,B DIVISION,A,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,3
2022-07,B DIVISION,A,2,Operating Conditions,,307
2022-07,B DIVISION,A,2,Planned ROW Work,Capital Work - Other Planned ROW,85
2022-07,B DIVISION,A,2,Planned ROW Work,Subways Maintenance,331
2022-07,B DIVISION,A,2,Police & Medical,Persons on Roadbed,19
2022-07,B DIVISION,A,2,Police & Medical,"Public Conduct, Crime, Police Response",141
2022-07,B DIVISION,A,2,Police & Medical,Sick/Injured Customer,31
2022-07,B DIVISION,B,1,Crew Availability,Crew Availability,341
2022-07,B DIVISION,B,1,Infrastructure & Equipment,Door-Related,17
2022-07,B DIVISION,B,1,Infrastructure & Equipment,"Fire, Smoke, Debris",7
2022-07,B DIVISION,B,1,Infrastructure & Equipment,Other - CE,2
2022-07,B DIVISION,B,1,Infrastructure & Equipment,Other Infrastructure,26
2022-07,B DIVISION,B,1,Infrastructure & Equipment,Other Internal Disruptions,2
2022-07,B DIVISION,B,1,Infrastructure & Equipment,Other - Sig,73
2022-07,B DIVISION,B,1,Infrastructure & Equipment,Propulsion,2
2022-07,B DIVISION,B,1,Infrastructure & Equipment,Rail and Roadbed,123
2022-07,B DIVISION,B,1,Infrastructure & Equipment,Service Delivery,29
2022-07,B DIVISION,B,1,Operating Conditions,,289
2022-07,B DIVISION,B,1,Planned ROW Work,Capital Work - Other Planned ROW,3
2022-07,B DIVISION,B,1,Planned ROW Work,Insufficient Supplement Schedule,2
2022-07,B DIVISION,B,1,Planned ROW Work,Subways Maintenance,73
2022-07,B DIVISION,B,1,Planned ROW Work,Work Equipment,22
2022-07,B DIVISION,B,1,Police & Medical,Persons on Roadbed,30
2022-07,B DIVISION,B,1,Police & Medical,"Public Conduct, Crime, Police Response",125
2022-07,B DIVISION,B,1,Police & Medical,Sick/Injured Customer,14
2022-07,B DIVISION,C,1,Crew Availability,Crew Availability,523
2022-07,B DIVISION,C,1,External Factors,External Agency or Utility,3
2022-07,B DIVISION,C,1,External Factors,External Debris on Roadbed,5
2022-07,B DIVISION,C,1,External Factors,Inclement Weather,2
2022-07,B DIVISION,C,1,Infrastructure & Equipment,Braking,10
2022-07,B DIVISION,C,1,Infrastructure & Equipment,Door-Related,21
2022-07,B DIVISION,C,1,Infrastructure & Equipment,"Fire, Smoke, Debris",38
2022-07,B DIVISION,C,1,Infrastructure & Equipment,Other - CE,17
2022-07,B DIVISION,C,1,Infrastructure & Equipment,Other Infrastructure,76
2022-07,B DIVISION,C,1,Infrastructure & Equipment,Other - Sig,135
2022-07,B DIVISION,C,1,Infrastructure & Equipment,Propulsion,2
2022-07,B DIVISION,C,1,Infrastructure & Equipment,Rail and Roadbed,37
2022-07,B DIVISION,C,1,Infrastructure & Equipment,Service Delivery,27
2022-07,B DIVISION,C,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,5
2022-07,B DIVISION,C,1,Operating Conditions,,259
2022-07,B DIVISION,C,1,Planned ROW Work,Capital Work - Other Planned ROW,8
2022-07,B DIVISION,C,1,Planned ROW Work,Subways Maintenance,79
2022-07,B DIVISION,C,1,Police & Medical,Persons on Roadbed,22
2022-07,B DIVISION,C,1,Police & Medical,"Public Conduct, Crime, Police Response",149
2022-07,B DIVISION,C,1,Police & Medical,Sick/Injured Customer,21
2022-07,B DIVISION,C,2,Crew Availability,Crew Availability,160
2022-07,B DIVISION,C,2,External Factors,External Agency or Utility,1
2022-07,B DIVISION,C,2,External Factors,External Debris on Roadbed,4
2022-07,B DIVISION,C,2,Infrastructure & Equipment,Braking,6
2022-07,B DIVISION,C,2,Infrastructure & Equipment,Door-Related,4
2022-07,B DIVISION,C,2,Infrastructure & Equipment,"Fire, Smoke, Debris",4
2022-07,B DIVISION,C,2,Infrastructure & Equipment,Other - CE,3
2022-07,B DIVISION,C,2,Infrastructure & Equipment,Other Infrastructure,2
2022-07,B DIVISION,C,2,Infrastructure & Equipment,Other Internal Disruptions,1
2022-07,B DIVISION,C,2,Infrastructure & Equipment,Other - Sig,56
2022-07,B DIVISION,C,2,Infrastructure & Equipment,Propulsion,2
2022-07,B DIVISION,C,2,Infrastructure & Equipment,Rail and Roadbed,9
2022-07,B DIVISION,C,2,Infrastructure & Equipment,Service Delivery,10
2022-07,B DIVISION,C,2,Operating Conditions,,343
2022-07,B DIVISION,C,2,Planned ROW Work,Capital Work - Other Planned ROW,34
2022-07,B DIVISION,C,2,Planned ROW Work,Subways Maintenance,83
2022-07,B DIVISION,C,2,Police & Medical,Persons on Roadbed,40
2022-07,B DIVISION,C,2,Police & Medical,"Public Conduct, Crime, Police Response",49
2022-07,B DIVISION,C,2,Police & Medical,Sick/Injured Customer,16
2022-07,B DIVISION,D,1,Crew Availability,Crew Availability,733
2022-07,B DIVISION,D,1,External Factors,External Agency or Utility,3
2022-07,B DIVISION,D,1,External Factors,External Debris on Roadbed,2
2022-07,B DIVISION,D,1,Infrastructure & Equipment,Braking,7
2022-07,B DIVISION,D,1,Infrastructure & Equipment,Door-Related,22
2022-07,B DIVISION,D,1,Infrastructure & Equipment,"Fire, Smoke, Debris",17
2022-07,B DIVISION,D,1,Infrastructure & Equipment,Other - CE,12
2022-07,B DIVISION,D,1,Infrastructure & Equipment,Other Infrastructure,11
2022-07,B DIVISION,D,1,Infrastructure & Equipment,Other - Sig,60
2022-07,B DIVISION,D,1,Infrastructure & Equipment,Propulsion,4
2022-07,B DIVISION,D,1,Infrastructure & Equipment,Rail and Roadbed,92
2022-07,B DIVISION,D,1,Infrastructure & Equipment,Service Delivery,8
2022-07,B DIVISION,D,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2022-07,B DIVISION,D,1,Operating Conditions,,241
2022-07,B DIVISION,D,1,Planned ROW Work,Capital Work - Other Planned ROW,10
2022-07,B DIVISION,D,1,Planned ROW Work,Insufficient Supplement Schedule,1
2022-07,B DIVISION,D,1,Planned ROW Work,Subways Maintenance,240
2022-07,B DIVISION,D,1,Planned ROW Work,Work Equipment,50
2022-07,B DIVISION,D,1,Police & Medical,Persons on Roadbed,32
2022-07,B DIVISION,D,1,Police & Medical,"Public Conduct, Crime, Police Response",106
2022-07,B DIVISION,D,1,Police & Medical,Sick/Injured Customer,34
2022-07,B DIVISION,D,2,Crew Availability,Crew Availability,236
2022-07,B DIVISION,D,2,Infrastructure & Equipment,Door-Related,5
2022-07,B DIVISION,D,2,Infrastructure & Equipment,Other - CE,2
2022-07,B DIVISION,D,2,Infrastructure & Equipment,Other - Sig,13
2022-07,B DIVISION,D,2,Infrastructure & Equipment,Rail and Roadbed,1
2022-07,B DIVISION,D,2,Infrastructure & Equipment,Service Delivery,6
2022-07,B DIVISION,D,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,2
2022-07,B DIVISION,D,2,Operating Conditions,,187
2022-07,B DIVISION,D,2,Planned ROW Work,Capital Work - Other Planned ROW,57
2022-07,B DIVISION,D,2,Planned ROW Work,Subways Maintenance,155
2022-07,B DIVISION,D,2,Planned ROW Work,Work Equipment,12
2022-07,B DIVISION,D,2,Police & Medical,Persons on Roadbed,15
2022-07,B DIVISION,D,2,Police & Medical,"Public Conduct, Crime, Police Response",91
2022-07,B DIVISION,D,2,Police & Medical,Sick/Injured Customer,15
2022-07,B DIVISION,E,1,Crew Availability,Crew Availability,653
2022-07,B DIVISION,E,1,External Factors,External Agency or Utility,5
2022-07,B DIVISION,E,1,External Factors,External Debris on Roadbed,17
2022-07,B DIVISION,E,1,Infrastructure & Equipment,Braking,26
2022-07,B DIVISION,E,1,Infrastructure & Equipment,Door-Related,1
2022-07,B DIVISION,E,1,Infrastructure & Equipment,"Fire, Smoke, Debris",7
2022-07,B DIVISION,E,1,Infrastructure & Equipment,Other - CE,13
2022-07,B DIVISION,E,1,Infrastructure & Equipment,Other Infrastructure,308
2022-07,B DIVISION,E,1,Infrastructure & Equipment,Other Internal Disruptions,50
2022-07,B DIVISION,E,1,Infrastructure & Equipment,Other - Sig,75
2022-07,B DIVISION,E,1,Infrastructure & Equipment,Propulsion,1
2022-07,B DIVISION,E,1,Infrastructure & Equipment,Rail and Roadbed,150
2022-07,B DIVISION,E,1,Infrastructure & Equipment,Service Delivery,18
2022-07,B DIVISION,E,1,Infrastructure & Equipment,Signal Modernization Capital Project,4
2022-07,B DIVISION,E,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,12
2022-07,B DIVISION,E,1,Operating Conditions,,271
2022-07,B DIVISION,E,1,Planned ROW Work,Capital Work - Other Planned ROW,19
2022-07,B DIVISION,E,1,Planned ROW Work,Subways Maintenance,459
2022-07,B DIVISION,E,1,Planned ROW Work,Work Equipment,61
2022-07,B DIVISION,E,1,Police & Medical,Persons on Roadbed,74
2022-07,B DIVISION,E,1,Police & Medical,"Public Conduct, Crime, Police Response",174
2022-07,B DIVISION,E,1,Police & Medical,Sick/Injured Customer,47
2022-07,B DIVISION,E,2,Crew Availability,Crew Availability,165
2022-07,B DIVISION,E,2,Infrastructure & Equipment,"Fire, Smoke, Debris",8
2022-07,B DIVISION,E,2,Infrastructure & Equipment,Other Infrastructure,13
2022-07,B DIVISION,E,2,Infrastructure & Equipment,Other Internal Disruptions,11
2022-07,B DIVISION,E,2,Infrastructure & Equipment,Other - Sig,29
2022-07,B DIVISION,E,2,Infrastructure & Equipment,Service Delivery,6
2022-07,B DIVISION,E,2,Operating Conditions,,23
2022-07,B DIVISION,E,2,Planned ROW Work,Capital Work - Other Planned ROW,32
2022-07,B DIVISION,E,2,Planned ROW Work,Subways Maintenance,88
2022-07,B DIVISION,E,2,Planned ROW Work,Work Equipment,1
2022-07,B DIVISION,E,2,Police & Medical,Persons on Roadbed,30
2022-07,B DIVISION,E,2,Police & Medical,"Public Conduct, Crime, Police Response",23
2022-07,B DIVISION,E,2,Police & Medical,Sick/Injured Customer,5
2022-07,B DIVISION,F,1,Crew Availability,Crew Availability,778
2022-07,B DIVISION,F,1,External Factors,External Agency or Utility,194
2022-07,B DIVISION,F,1,External Factors,External Debris on Roadbed,7
2022-07,B DIVISION,F,1,Infrastructure & Equipment,Braking,18
2022-07,B DIVISION,F,1,Infrastructure & Equipment,Door-Related,11
2022-07,B DIVISION,F,1,Infrastructure & Equipment,"Fire, Smoke, Debris",10
2022-07,B DIVISION,F,1,Infrastructure & Equipment,Other - CE,3
2022-07,B DIVISION,F,1,Infrastructure & Equipment,Other Infrastructure,193
2022-07,B DIVISION,F,1,Infrastructure & Equipment,Other Internal Disruptions,114
2022-07,B DIVISION,F,1,Infrastructure & Equipment,Other - Sig,228
2022-07,B DIVISION,F,1,Infrastructure & Equipment,Propulsion,1
2022-07,B DIVISION,F,1,Infrastructure & Equipment,Rail and Roadbed,227
2022-07,B DIVISION,F,1,Infrastructure & Equipment,Service Delivery,30
2022-07,B DIVISION,F,1,Infrastructure & Equipment,Signal Modernization Capital Project,4
2022-07,B DIVISION,F,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,19
2022-07,B DIVISION,F,1,Operating Conditions,,179
2022-07,B DIVISION,F,1,Planned ROW Work,Capital Work - Other Planned ROW,9
2022-07,B DIVISION,F,1,Planned ROW Work,Subways Maintenance,383
2022-07,B DIVISION,F,1,Planned ROW Work,Work Equipment,36
2022-07,B DIVISION,F,1,Police & Medical,Persons on Roadbed,78
2022-07,B DIVISION,F,1,Police & Medical,"Public Conduct, Crime, Police Response",144
2022-07,B DIVISION,F,1,Police & Medical,Sick/Injured Customer,33
2022-07,B DIVISION,F,2,Crew Availability,Crew Availability,164
2022-07,B DIVISION,F,2,External Factors,External Agency or Utility,8
2022-07,B DIVISION,F,2,Infrastructure & Equipment,Door-Related,1
2022-07,B DIVISION,F,2,Infrastructure & Equipment,"Fire, Smoke, Debris",4
2022-07,B DIVISION,F,2,Infrastructure & Equipment,Other - CE,3
2022-07,B DIVISION,F,2,Infrastructure & Equipment,Other Infrastructure,13
2022-07,B DIVISION,F,2,Infrastructure & Equipment,Other Internal Disruptions,12
2022-07,B DIVISION,F,2,Infrastructure & Equipment,Other - Sig,53
2022-07,B DIVISION,F,2,Infrastructure & Equipment,Rail and Roadbed,14
2022-07,B DIVISION,F,2,Infrastructure & Equipment,Service Delivery,4
2022-07,B DIVISION,F,2,Operating Conditions,,35
2022-07,B DIVISION,F,2,Planned ROW Work,Capital Work - Other Planned ROW,173
2022-07,B DIVISION,F,2,Planned ROW Work,Subways Maintenance,97
2022-07,B DIVISION,F,2,Planned ROW Work,Work Equipment,5
2022-07,B DIVISION,F,2,Police & Medical,Persons on Roadbed,44
2022-07,B DIVISION,F,2,Police & Medical,"Public Conduct, Crime, Police Response",25
2022-07,B DIVISION,F,2,Police & Medical,Sick/Injured Customer,8
2022-07,B DIVISION,G,1,Crew Availability,Crew Availability,469
2022-07,B DIVISION,G,1,External Factors,External Agency or Utility,140
2022-07,B DIVISION,G,1,Infrastructure & Equipment,Braking,1
2022-07,B DIVISION,G,1,Infrastructure & Equipment,Door-Related,5
2022-07,B DIVISION,G,1,Infrastructure & Equipment,Other - CE,10
2022-07,B DIVISION,G,1,Infrastructure & Equipment,Other Infrastructure,35
2022-07,B DIVISION,G,1,Infrastructure & Equipment,Other Internal Disruptions,11
2022-07,B DIVISION,G,1,Infrastructure & Equipment,Other - Sig,148
2022-07,B DIVISION,G,1,Infrastructure & Equipment,Propulsion,3
2022-07,B DIVISION,G,1,Infrastructure & Equipment,Rail and Roadbed,21
2022-07,B DIVISION,G,1,Infrastructure & Equipment,Service Delivery,8
2022-07,B DIVISION,G,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,3
2022-07,B DIVISION,G,1,Operating Conditions,,84
2022-07,B DIVISION,G,1,Planned ROW Work,Subways Maintenance,150
2022-07,B DIVISION,G,1,Planned ROW Work,Work Equipment,6
2022-07,B DIVISION,G,1,Police & Medical,Persons on Roadbed,8
2022-07,B DIVISION,G,1,Police & Medical,"Public Conduct, Crime, Police Response",28
2022-07,B DIVISION,G,1,Police & Medical,Sick/Injured Customer,26
2022-07,B DIVISION,G,2,Crew Availability,Crew Availability,51
2022-07,B DIVISION,G,2,External Factors,External Debris on Roadbed,1
2022-07,B DIVISION,G,2,Infrastructure & Equipment,Other - CE,1
2022-07,B DIVISION,G,2,Infrastructure & Equipment,Other - Sig,41
2022-07,B DIVISION,G,2,Infrastructure & Equipment,Service Delivery,3
2022-07,B DIVISION,G,2,Operating Conditions,,21
2022-07,B DIVISION,G,2,Planned ROW Work,Subways Maintenance,10
2022-07,B DIVISION,G,2,Police & Medical,"Public Conduct, Crime, Police Response",28
2022-07,B DIVISION,G,2,Police & Medical,Sick/Injured Customer,12
2022-07,B DIVISION,JZ,1,Crew Availability,Crew Availability,902
2022-07,B DIVISION,JZ,1,External Factors,Inclement Weather,2
2022-07,B DIVISION,JZ,1,Infrastructure & Equipment,Braking,8
2022-07,B DIVISION,JZ,1,Infrastructure & Equipment,Door-Related,2
2022-07,B DIVISION,JZ,1,Infrastructure & Equipment,"Fire, Smoke, Debris",52
2022-07,B DIVISION,JZ,1,Infrastructure & Equipment,Other - CE,8
2022-07,B DIVISION,JZ,1,Infrastructure & Equipment,Other Infrastructure,58
2022-07,B DIVISION,JZ,1,Infrastructure & Equipment,Other Internal Disruptions,8
2022-07,B DIVISION,JZ,1,Infrastructure & Equipment,Other - Sig,115
2022-07,B DIVISION,JZ,1,Infrastructure & Equipment,Propulsion,5
2022-07,B DIVISION,JZ,1,Infrastructure & Equipment,Rail and Roadbed,43
2022-07,B DIVISION,JZ,1,Infrastructure & Equipment,Service Delivery,27
2022-07,B DIVISION,JZ,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,4
2022-07,B DIVISION,JZ,1,Operating Conditions,,220
2022-07,B DIVISION,JZ,1,Planned ROW Work,Subways Maintenance,68
2022-07,B DIVISION,JZ,1,Planned ROW Work,Work Equipment,3
2022-07,B DIVISION,JZ,1,Police & Medical,Persons on Roadbed,40
2022-07,B DIVISION,JZ,1,Police & Medical,"Public Conduct, Crime, Police Response",119
2022-07,B DIVISION,JZ,1,Police & Medical,Sick/Injured Customer,18
2022-07,B DIVISION,JZ,2,Crew Availability,Crew Availability,276
2022-07,B DIVISION,JZ,2,Infrastructure & Equipment,Door-Related,3
2022-07,B DIVISION,JZ,2,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2022-07,B DIVISION,JZ,2,Infrastructure & Equipment,Other - CE,3
